OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_84966,Ochrophyta,0,0,3.87E-06,0,0,1.05E-06,0,0,5.07E-06
OTU_849728,Rhodophyta,1.77E-06,0,0,0,1.14E-06,1.05E-06,0,0,0
OTU_849975,Chordata,3.53E-06,0,2.95E-06,0,0,0,0,0,0
OTU_850211,Chordata,0,0,0,0,0,0,0,1.26E-05,0
OTU_85032,Ciliophora,0,0,0,2.65E-06,0,1.05E-06,3.40E-06,0,0
OTU_850370,Chordata,0,0,5.90E-06,0,0,0,0,3.93E-06,0
OTU_850377,Porifera,0,0,0,0,0,2.10E-06,0,2.71E-06,0
OTU_850416,Rhodophyta,3.53E-06,0,0,0,0,1.05E-06,0,0,0
OTU_850531,Mollusca,0,0,0,5.30E-06,0,1.05E-06,0,0,0
OTU_85082,Arthropoda,1.44E-06,0,0,0,0,2.59E-06,0,0,5.07E-06
OTU_85083,Miozoa,0,0,8.87E-06,0,0,0,0,0,0
OTU_85105,Arthropoda,0,0,1.16E-05,0,0,0,0,0,0
OTU_85139,Arthropoda,0,0,1.16E-05,0,0,0,0,0,0
OTU_85197,Annelida,0,0,1.16E-05,0,0,0,0,0,0
OTU_85206,Arthropoda,1.44E-06,0,0,0,2.90E-06,0,0,0,5.07E-06
OTU_852233,Cnidaria,0,0,0,2.11E-06,0,2.10E-06,0,0,0
OTU_85250,Cnidaria,0,4.00E-06,0,0,0,1.05E-06,0,0,0
OTU_852553,Rhodophyta,0,0,0,2.11E-06,2.27E-06,0,0,0,0
OTU_852621,Rhodophyta,0,3.60E-06,0,0,0,0,3.40E-06,4.20E-06,0
OTU_85280,Cnidaria,0,0,0,0,0,2.10E-06,0,2.71E-06,0
OTU_852878,Chordata,3.21E-06,0,0,0,0,0,0,4.20E-06,0
OTU_85304,Annelida,0,0,0,0,8.70E-06,0,0,0,0
OTU_853091,Nematoda,0,0,0,0,0,1.05E-06,0,0,4.10E-06
OTU_853478,Chordata,0,4.00E-06,0,0,1.14E-06,0,0,0,0
OTU_853611,Chordata,0,0,0,0,0,1.05E-06,7.93E-06,0,0
OTU_85401,Miozoa,0,0,0,0,1.14E-06,0,2.74E-06,0,2.04E-06
OTU_854267,Nematoda,0,0,0,0,2.27E-06,0,0,4.20E-06,0
OTU_854345,Chordata,0,0,0,7.66E-06,0,0,0,0,0
OTU_855573,Chlorophyta,3.53E-06,0,0,0,0,1.05E-06,0,0,0
OTU_855693,Chordata,0,0,0,6.33E-06,0,0,0,0,0
OTU_85604,Miozoa,1.44E-06,0,2.95E-06,0,0,0,2.74E-06,0,0
OTU_856062,Chordata,0,0,5.90E-06,0,0,0,0,3.93E-06,0
OTU_8567,Bryozoa,0,7.90E-06,0,0,0,0,0,0,0
OTU_85705,Nematoda,0,0,0,0,0,0,9.43E-06,0,0
OTU_857179,Nematoda,0,0,0,2.11E-06,1.14E-06,1.05E-06,0,0,0
OTU_857829,Cnidaria,1.44E-06,5.27E-06,0,0,0,0,0,0,0
OTU_857857,Annelida,0,0,0,0,0,3.15E-06,0,0,0
OTU_857873,Porifera,3.12E-06,2.63E-06,0,0,0,0,3.97E-06,0,0
OTU_8580,Porifera,5.30E-06,0,0,0,0,0,0,0,0
OTU_858008,Rhodophyta,0,2.00E-06,0,0,3.03E-06,0,3.97E-06,0,0
OTU_858082,Rhodophyta,0,3.60E-06,2.95E-06,0,0,1.05E-06,0,0,0
OTU_85816,Retaria,0,0,3.87E-06,0,2.90E-06,0,2.74E-06,0,0
OTU_85817,Ciliophora,0,0,0,0,0,0,6.14E-06,2.71E-06,0
OTU_858297,Nematoda,1.77E-06,0,0,2.11E-06,1.14E-06,0,0,0,0
OTU_858327,Chordata,0,0,0,0,0,2.10E-06,0,0,2.04E-06
OTU_858369,Arthropoda,9.33E-06,0,0,0,0,0,0,0,0
OTU_858417,Ochrophyta,0,0,0,0,0,2.10E-06,0,2.71E-06,0
OTU_858468,Chordata,0,2.00E-06,0,0,0,1.05E-06,2.74E-06,0,0
OTU_858490,Arthropoda,0,0,0,0,9.10E-06,0,0,0,0
OTU_858544,Rhodophyta,3.53E-06,2.00E-06,0,0,0,0,0,0,0
OTU_858658,Rhodophyta,0,0,5.90E-06,2.11E-06,0,0,0,0,0
OTU_858684,Ochrophyta,0,0,0,2.36E-06,0,2.10E-06,0,0,0
OTU_858772,Chordata,0,0,0,0,0,2.10E-06,0,0,2.04E-06
OTU_859070,Chordata,0,0,0,6.33E-06,0,0,0,0,0
OTU_859176,Porifera,0,2.00E-06,0,0,0,2.10E-06,0,0,0
OTU_859328,Rhodophyta,0,2.63E-06,2.95E-06,0,0,0,0,3.93E-06,0
OTU_859379,Porifera,0,0,0,2.11E-06,0,1.05E-06,3.97E-06,0,0
OTU_859455,Cnidaria,1.77E-06,4.00E-06,0,0,0,0,0,0,0
OTU_859460,Chordata,0,0,5.90E-06,0,0,0,0,3.93E-06,0
OTU_859480,Annelida,2.87E-06,0,0,0,0,0,0,2.71E-06,0
OTU_859789,Cnidaria,2.87E-06,0,0,0,0,0,0,0,2.49E-06
OTU_860094,Arthropoda,1.44E-06,0,3.87E-06,0,0,0,2.74E-06,0,0
OTU_860391,Cercozoa,1.44E-06,2.63E-06,0,2.65E-06,0,0,0,0,0
OTU_860614,Annelida,4.30E-06,0,0,0,0,0,0,0,0
OTU_860736,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_860815,Cnidaria,1.44E-06,7.23E-06,0,0,0,0,0,0,0
OTU_861131,Arthropoda,1.44E-06,0,0,0,0,3.64E-06,0,0,0
OTU_861214,Porifera,2.87E-06,0,0,0,0,1.05E-06,0,0,0
OTU_861335,Annelida,4.30E-06,0,0,0,0,0,0,0,0
OTU_861465,Arthropoda,1.44E-06,0,0,5.30E-06,0,0,0,0,0
OTU_861545,Chordata,7.67E-06,0,0,0,0,0,0,0,0
OTU_861592,Annelida,4.30E-06,0,0,0,0,0,0,0,0
OTU_861969,Xenacoelomorpha,2.87E-06,0,0,2.65E-06,0,0,0,0,0
OTU_86213,Nematoda,0,0,0,2.65E-06,0,0,3.97E-06,0,2.04E-06
OTU_862313,Arthropoda,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_862434,Arthropoda,2.87E-06,2.63E-06,0,0,0,0,0,0,0
OTU_86245,Ochrophyta,0,0,0,0,0,2.59E-06,3.97E-06,2.71E-06,0
OTU_862805,Annelida,2.87E-06,3.60E-06,0,0,0,0,0,0,0
OTU_86284,Rhodophyta,0,0,0,0,0,0,0,1.11E-05,0
OTU_862889,Platyhelminthes,4.30E-06,0,0,0,0,0,0,0,0
OTU_862939,Cnidaria,4.30E-06,0,0,0,0,0,0,0,0
OTU_86311,Cnidaria,0,0,0,0,3.03E-06,0,0,5.43E-06,0
OTU_863299,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_863680,Chordata,4.64E-06,0,0,0,0,0,0,0,0
OTU_863799,Annelida,4.30E-06,0,0,0,0,0,0,0,0
OTU_86407,Unknown,1.44E-06,0,0,0,0,0,0,5.43E-06,0
OTU_864145,Ochrophyta,2.87E-06,0,0,2.65E-06,0,0,0,0,0
OTU_864168,Ochrophyta,4.30E-06,0,0,0,0,0,0,0,0
OTU_864240,Arthropoda,1.44E-06,0,0,0,0,0,5.47E-06,0,0
OTU_86434,Arthropoda,0,0,0,0,0,0,0,1.11E-05,0
OTU_864647,Chordata,4.64E-06,0,0,0,0,0,0,0,0
OTU_864701,Rhodophyta,1.44E-06,0,0,0,3.03E-06,1.05E-06,0,0,0
OTU_86481,Ochrophyta,0,0,0,0,0,0,0,8.13E-06,0
OTU_864839,Arthropoda,1.44E-06,2.63E-06,0,0,2.90E-06,0,0,0,0
OTU_86490,Amoebozoa,0,0,3.87E-06,0,0,0,0,5.43E-06,0
OTU_865011,Annelida,1.44E-06,2.63E-06,0,0,1.14E-06,0,0,0,0
OTU_865327,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_865756,Nematoda,1.44E-06,0,0,0,2.27E-06,0,0,0,0
OTU_86580,Porifera,1.44E-06,0,0,0,0,0,2.74E-06,2.71E-06,0
OTU_865854,Xenacoelomorpha,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_866115,Chordata,4.64E-06,0,0,0,0,0,0,0,0
OTU_866523,Xenacoelomorpha,4.30E-06,0,0,0,0,0,0,0,0
OTU_866727,Arthropoda,1.44E-06,2.63E-06,0,0,2.90E-06,0,0,0,0
OTU_86676,Arthropoda,0,0,0,0,0,0,0,2.71E-06,1.01E-05
OTU_867462,Arthropoda,1.44E-06,5.27E-06,0,0,0,0,0,0,0
OTU_867929,Cnidaria,2.87E-06,0,0,2.36E-06,0,0,0,0,0
OTU_868975,Echinodermata,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_868996,Miozoa,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_869140,Arthropoda,2.87E-06,0,0,2.36E-06,0,0,0,0,0
OTU_86918,Ochrophyta,0,0,7.73E-06,0,0,0,0,4.20E-06,0
OTU_86930,Arthropoda,1.44E-06,2.63E-06,0,0,0,0,0,4.20E-06,0
OTU_869523,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_86971,Arthropoda,0,0,0,0,0,5.20E-06,0,4.20E-06,0
OTU_870338,Arthropoda,1.44E-06,0,0,4.73E-06,0,0,0,0,0
OTU_870373,Porifera,4.30E-06,0,0,0,0,0,0,0,0
OTU_8704,Sulcozoa,0,0,0,0,0,0,0,2.71E-06,4.10E-06
OTU_870500,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_87070,Xenacoelomorpha,0,0,0,0,0,0,0,0,1.52E-05
OTU_871009,Rhodophyta,1.44E-06,2.63E-06,0,0,0,0,0,4.20E-06,0
OTU_871035,Ochrophyta,4.30E-06,0,0,0,0,0,0,0,0
OTU_87109,Cercozoa,0,0,0,0,0,5.77E-06,0,0,1.01E-05
OTU_871365,Arthropoda,1.44E-06,5.27E-06,0,0,0,0,0,0,0
OTU_871429,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_871498,Rhodophyta,1.44E-06,0,1.81E-06,2.36E-06,0,0,0,0,0
OTU_871536,Chordata,5.99E-06,0,0,0,0,0,0,0,0
OTU_871568,Arthropoda,1.44E-06,0,7.73E-06,0,0,0,0,0,0
OTU_872029,Arthropoda,2.87E-06,2.63E-06,0,0,0,0,0,0,0
OTU_872731,Annelida,1.44E-06,2.63E-06,0,2.11E-06,0,0,0,0,0
OTU_872857,Chordata,5.99E-06,0,0,0,0,0,0,0,0
OTU_873550,Arthropoda,2.87E-06,0,0,2.65E-06,0,0,0,0,0
OTU_873703,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_873996,Annelida,4.55E-06,2.63E-06,0,0,0,0,0,0,0
OTU_874370,Miozoa,1.44E-06,4.00E-06,0,0,0,0,0,0,0
OTU_87439,Unknown,0,0,0,0,0,0,0,0,7.47E-06
OTU_874433,Cnidaria,4.55E-06,3.60E-06,0,0,0,0,0,0,0
OTU_875028,Arthropoda,1.44E-06,0,0,2.65E-06,0,0,0,0,5.07E-06
OTU_875446,Porifera,3.21E-06,2.63E-06,0,0,0,0,0,0,0
OTU_87553,Ochrophyta,0,0,0,0,0,0,3.40E-06,4.20E-06,2.04E-06
OTU_875637,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_875766,Mollusca,2.87E-06,0,0,2.36E-06,0,0,0,0,0
OTU_87579,Porifera,0,0,0,0,0,0,0,0,6.13E-06
OTU_876595,Chordata,1.44E-06,0,0,0,0,1.05E-06,0,2.71E-06,0
OTU_876851,Arthropoda,1.44E-06,0,0,5.30E-06,0,0,0,0,0
OTU_877041,Arthropoda,1.44E-06,0,0,0,2.90E-06,0,2.74E-06,0,0
OTU_87709,Arthropoda,1.44E-06,0,0,0,0,5.20E-06,0,0,0
OTU_8772,Porifera,0,0,0,0,3.40E-06,0,0,0,0
OTU_877230,Arthropoda,1.44E-06,0,0,2.65E-06,2.90E-06,0,0,0,0
OTU_877412,Arthropoda,1.44E-06,0,0,2.65E-06,0,2.59E-06,0,0,0
OTU_877772,Mollusca,2.87E-06,0,0,0,0,0,0,3.93E-06,0
OTU_877889,Miozoa,4.30E-06,0,0,0,0,0,0,0,0
OTU_878090,Annelida,1.44E-06,2.63E-06,0,2.36E-06,0,0,0,0,0
OTU_878754,Porifera,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_879161,Annelida,1.44E-06,7.23E-06,0,0,0,0,0,0,0
OTU_879319,Mollusca,4.30E-06,0,0,0,0,0,0,0,0
OTU_879328,Ochrophyta,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_879456,Cercozoa,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_879661,Arthropoda,1.44E-06,0,0,0,0,5.20E-06,0,0,0
OTU_880233,Cnidaria,1.44E-06,0,0,4.47E-06,0,0,0,0,0
OTU_88032,Annelida,1.44E-06,6.23E-06,0,0,0,0,0,0,0
OTU_880883,Ascomycota,2.87E-06,0,0,2.65E-06,0,0,0,0,0
OTU_88114,Chordata,0,0,0,0,0,0,0,0,6.13E-06
OTU_881244,Arthropoda,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_881326,Mollusca,1.44E-06,0,0,0,2.27E-06,0,0,0,0
OTU_88134,Chordata,3.53E-06,2.00E-06,0,0,0,0,0,0,0
OTU_881417,Arthropoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_881708,Cnidaria,1.44E-06,0,0,5.30E-06,0,0,0,0,0
OTU_881803,Annelida,4.30E-06,0,0,0,0,0,0,0,0
OTU_881817,Chordata,4.64E-06,0,0,0,0,0,0,0,0
OTU_882019,Arthropoda,4.64E-06,0,0,0,0,0,0,0,0
OTU_882045,Ochrophyta,2.87E-06,2.63E-06,0,0,0,0,0,0,0
OTU_882319,Annelida,1.44E-06,0,0,0,0,5.20E-06,0,0,0
OTU_883554,Arthropoda,1.44E-06,0,0,5.30E-06,0,0,0,0,0
OTU_883694,Arthropoda,1.44E-06,2.63E-06,0,0,0,2.59E-06,0,0,0
OTU_883914,Arthropoda,2.87E-06,0,0,2.65E-06,0,0,0,0,0
OTU_88423,Annelida,0,0,0,0,0,7.77E-06,0,0,0
OTU_884722,Arthropoda,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_88488,Nematoda,1.77E-06,0,2.95E-06,0,0,0,0,0,2.04E-06
OTU_8852,Arthropoda,0,0,0,0,0,0,8.23E-06,0,0
OTU_88527,Chordata,0,0,0,0,3.40E-06,0,0,0,0
OTU_88535,Bryozoa,1.77E-06,2.00E-06,0,0,1.14E-06,0,0,0,0
OTU_88541,Miozoa,1.77E-06,0,0,0,2.27E-06,0,0,0,0
OTU_885410,Arthropoda,2.87E-06,0,0,0,0,2.59E-06,0,0,0
OTU_885507,Miozoa,1.44E-06,2.00E-06,0,2.65E-06,0,0,0,0,0
OTU_88575,Retaria,1.44E-06,0,0,0,0,3.64E-06,0,0,0
OTU_885852,Arthropoda,1.44E-06,0,0,5.30E-06,0,0,0,0,0
OTU_886198,Arthropoda,5.99E-06,0,0,0,0,0,0,0,0
OTU_886399,Annelida,2.87E-06,0,0,0,2.90E-06,0,0,0,0
OTU_886405,Chordata,6.32E-06,0,0,0,0,0,0,0,0
OTU_88658,Nematoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_88666,Arthropoda,1.44E-06,2.63E-06,0,0,2.90E-06,0,0,0,0
OTU_886770,Porifera,1.44E-06,3.60E-06,0,0,0,0,0,0,5.07E-06
OTU_88709,Bigyra,4.30E-06,0,0,0,0,0,0,0,0
OTU_8873,Ciliophora,0,0,0,0,0,0,0,0,1.52E-05
OTU_88730,Cercozoa,2.87E-06,0,0,0,2.90E-06,0,0,0,0
OTU_887806,Xenacoelomorpha,1.44E-06,0,0,2.65E-06,2.90E-06,0,0,0,0
OTU_888108,Platyhelminthes,1.44E-06,0,7.73E-06,0,0,0,0,0,0
OTU_88822,Cercozoa,1.44E-06,0,3.87E-06,0,0,1.05E-06,0,0,0
OTU_888274,Arthropoda,1.44E-06,0,0,2.65E-06,0,2.59E-06,0,0,0
OTU_889061,Chordata,9.33E-06,0,0,0,0,0,0,0,0
OTU_88914,Arthropoda,1.44E-06,0,0,0,0,5.20E-06,0,0,0
OTU_889143,Cercozoa,3.12E-06,0,0,0,4.03E-06,0,0,0,0
OTU_889404,Chordata,9.33E-06,0,0,0,0,0,0,0,0
OTU_889756,Cnidaria,3.12E-06,0,7.73E-06,0,0,0,0,0,0
OTU_88997,Nematoda,4.30E-06,0,0,0,0,0,0,0,0
OTU_890175,Ascomycota,6.23E-06,0,0,2.65E-06,0,0,0,0,0
OTU_890338,Chordata,9.33E-06,0,0,0,0,0,0,0,0
OTU_890442,Arthropoda,9.33E-06,0,0,0,0,0,0,0,0
OTU_890482,Chordata,9.33E-06,0,0,0,0,0,0,0,0
OTU_890665,Annelida,9.33E-06,0,0,0,0,0,0,0,0
OTU_890707,Echinodermata,9.33E-06,0,0,0,0,0,0,0,0
OTU_890769,Chordata,3.12E-06,7.23E-06,0,0,0,0,0,0,0
OTU_891897,Cnidaria,3.12E-06,0,0,2.65E-06,0,0,0,3.93E-06,0
OTU_892212,Platyhelminthes,9.33E-06,0,0,0,0,0,0,0,0
OTU_892435,Cnidaria,3.12E-06,3.60E-06,1.81E-06,0,0,0,0,0,0
OTU_893094,Cnidaria,3.12E-06,0,1.81E-06,2.36E-06,0,0,0,0,0
OTU_893233,Retaria,5.99E-06,0,0,0,0,0,0,0,0
OTU_893801,Mollusca,3.12E-06,0,0,0,5.80E-06,0,0,0,0
OTU_893944,Chordata,6.23E-06,3.60E-06,0,0,0,0,0,0,0
OTU_89423,Ochrophyta,1.77E-06,0,0,4.47E-06,0,0,0,0,0
OTU_894420,Arthropoda,3.12E-06,0,7.73E-06,0,0,0,0,0,0
OTU_894445,Cnidaria,6.23E-06,3.60E-06,0,0,0,0,0,0,0
OTU_894699,Unknown,9.33E-06,0,0,0,0,0,0,0,0
OTU_89470,Chordata,5.30E-06,0,0,0,0,0,0,0,0
OTU_895109,Bryozoa,4.89E-06,0,0,0,0,1.05E-06,0,0,0
OTU_895249,Bryozoa,3.12E-06,0,0,2.11E-06,0,1.05E-06,0,0,0
OTU_895258,Arthropoda,3.12E-06,0,0,5.30E-06,0,0,0,0,0
OTU_895774,Chordata,3.12E-06,0,1.81E-06,0,3.03E-06,0,0,0,0
OTU_895948,Porifera,5.30E-06,0,0,0,0,0,0,0,0
OTU_896055,Porifera,1.77E-06,0,0,0,0,2.10E-06,0,0,0
OTU_896324,Porifera,5.30E-06,0,0,0,0,0,0,0,0
OTU_896335,Rhodophyta,1.77E-06,0,0,0,0,2.10E-06,0,0,0
OTU_896421,Chlorophyta,1.77E-06,4.00E-06,0,0,0,0,0,0,0
OTU_896756,Porifera,3.53E-06,0,0,0,0,0,0,4.20E-06,0
OTU_8968,Arthropoda,0,5.27E-06,0,2.65E-06,0,0,0,0,0
OTU_896812,Rhodophyta,3.53E-06,0,0,0,1.14E-06,0,0,0,0
OTU_896976,Chordata,5.30E-06,0,0,0,0,0,0,0,0
OTU_897087,Bryozoa,5.30E-06,0,0,0,0,0,0,0,0
OTU_897257,Annelida,1.77E-06,0,0,0,0,1.05E-06,0,0,5.07E-06
OTU_897373,Porifera,1.77E-06,0,0,0,0,2.10E-06,0,0,0
OTU_89738,Cnidaria,0,5.27E-06,0,2.65E-06,0,0,0,0,0
OTU_897427,Rhodophyta,1.77E-06,0,0,2.11E-06,1.14E-06,0,0,0,0
OTU_897466,Cnidaria,5.30E-06,0,0,0,0,0,0,0,0
OTU_897537,Rhodophyta,3.53E-06,0,0,0,0,0,3.97E-06,0,0
OTU_897539,Rhodophyta,3.53E-06,0,0,0,1.14E-06,0,0,0,0
OTU_897563,Porifera,5.30E-06,0,0,0,0,0,0,0,0
OTU_897624,Annelida,3.53E-06,0,0,0,1.14E-06,0,0,0,0
OTU_897692,Chordata,5.30E-06,0,0,0,0,0,0,0,0
OTU_898047,Rhodophyta,1.77E-06,0,2.95E-06,0,0,0,3.97E-06,0,0
OTU_898099,Annelida,1.77E-06,0,0,0,0,2.10E-06,0,0,0
OTU_898196,Unknown,1.77E-06,0,0,0,1.14E-06,1.05E-06,0,0,0
OTU_898255,Mollusca,1.77E-06,0,0,2.11E-06,1.14E-06,0,0,0,0
OTU_898310,Arthropoda,3.53E-06,0,0,0,0,1.05E-06,0,0,0
OTU_898343,Miozoa,5.30E-06,0,0,0,0,0,0,0,0
OTU_898879,Rhodophyta,5.30E-06,0,0,0,0,0,0,0,0
OTU_898889,Cnidaria,1.77E-06,2.00E-06,0,2.11E-06,0,0,0,0,0
OTU_899044,Cnidaria,3.53E-06,2.00E-06,0,0,0,0,0,0,0
OTU_899076,Cnidaria,3.53E-06,0,0,0,0,0,0,2.71E-06,0
OTU_899246,Chordata,1.77E-06,2.00E-06,3.87E-06,0,0,0,0,0,0
OTU_899338,Annelida,3.53E-06,0,0,0,0,1.05E-06,0,0,0
OTU_89955,Ascomycota,0,0,0,2.65E-06,3.03E-06,0,0,0,5.07E-06
OTU_899775,Rhodophyta,1.77E-06,0,0,0,0,6.82E-06,0,0,0
OTU_899961,Mollusca,1.77E-06,0,0,0,0,5.20E-06,0,0,0
OTU_900768,Cnidaria,1.77E-06,0,0,4.20E-06,0,0,0,0,0
OTU_900934,Bryozoa,1.77E-06,2.00E-06,0,2.11E-06,0,0,0,0,0
OTU_901489,Porifera,1.77E-06,0,0,0,0,0,3.97E-06,0,2.49E-06
OTU_901938,Porifera,3.53E-06,0,0,2.11E-06,0,0,0,0,0
OTU_902034,Chordata,1.77E-06,0,0,0,0,0,0,4.20E-06,2.04E-06
OTU_902800,Arthropoda,0,2.63E-06,0,2.65E-06,0,2.59E-06,0,0,0
OTU_903065,Mollusca,0,7.90E-06,0,0,0,0,0,0,0
OTU_903447,Bryozoa,1.77E-06,2.63E-06,0,2.11E-06,0,0,0,0,0
OTU_903555,Cnidaria,0,2.63E-06,3.87E-06,2.65E-06,0,0,0,0,0
OTU_903784,Arthropoda,0,2.63E-06,0,0,6.07E-06,0,0,0,0
OTU_904367,Chordata,0,5.27E-06,0,0,2.90E-06,0,0,0,0
OTU_904582,Arthropoda,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_905357,Porifera,3.12E-06,2.63E-06,0,0,3.03E-06,0,0,0,0
OTU_9055,Rhodophyta,3.53E-06,0,0,0,1.14E-06,0,0,0,0
OTU_905554,Platyhelminthes,0,7.90E-06,0,0,0,0,0,0,0
OTU_90557,Arthropoda,1.44E-06,0,0,0,5.80E-06,0,0,0,0
OTU_90564,Ochrophyta,0,0,0,0,5.80E-06,5.77E-06,0,0,0
OTU_905681,Cnidaria,0,2.63E-06,0,0,0,0,0,0,1.01E-05
OTU_905846,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_906119,Annelida,1.44E-06,5.27E-06,0,0,0,0,0,0,0
OTU_906313,Arthropoda,0,5.27E-06,0,0,0,0,2.74E-06,0,0
OTU_906366,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_90667,Ochrophyta,0,0,0,0,8.70E-06,0,0,0,0
OTU_906734,Mollusca,0,7.90E-06,0,0,0,0,0,0,0
OTU_906866,Chordata,0,2.63E-06,0,0,3.03E-06,2.59E-06,0,0,0
OTU_907194,Arthropoda,0,2.63E-06,0,0,2.90E-06,0,2.74E-06,0,0
OTU_90731,Ciliophora,0,0,3.63E-06,0,3.03E-06,0,0,0,0
OTU_907358,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_907418,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_90828,Bigyra,0,6.00E-06,0,0,0,0,0,0,0
OTU_908984,Arthropoda,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_909493,Porifera,0,5.27E-06,0,2.11E-06,0,0,0,0,0
OTU_909658,Arthropoda,0,5.27E-06,3.87E-06,0,0,0,0,0,0
OTU_910183,Arthropoda,0,5.27E-06,0,0,0,2.59E-06,0,0,0
OTU_910200,Miozoa,0,7.90E-06,0,0,0,0,0,0,0
OTU_910257,Rhodophyta,0,5.27E-06,0,0,0,5.77E-06,0,0,0
OTU_911066,Chordata,0,5.27E-06,0,2.65E-06,0,0,0,0,0
OTU_91113,Arthropoda,0,0,0,0,0,5.20E-06,2.74E-06,0,0
OTU_911518,Arthropoda,0,5.27E-06,0,2.65E-06,0,0,0,0,0
OTU_912073,Arthropoda,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_913071,Arthropoda,0,5.27E-06,0,2.65E-06,0,0,0,0,0
OTU_91321,Ochrophyta,0,0,7.73E-06,0,3.03E-06,0,0,0,0
OTU_91417,Nematoda,2.87E-06,0,3.87E-06,0,0,0,0,0,0
OTU_914374,Annelida,1.44E-06,2.63E-06,0,0,2.90E-06,0,0,0,0
OTU_915564,Mollusca,0,7.90E-06,0,0,0,0,0,0,0
OTU_915679,Annelida,0,2.63E-06,3.87E-06,2.65E-06,0,0,0,0,0
OTU_915736,Annelida,0,2.63E-06,0,0,0,0,0,5.43E-06,0
OTU_915890,Chordata,0,5.27E-06,0,0,0,1.05E-06,0,0,0
OTU_916331,Arthropoda,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_916596,Arthropoda,0,2.63E-06,0,5.30E-06,0,0,0,0,0
OTU_917032,Mollusca,0,2.63E-06,0,2.65E-06,0,2.59E-06,0,0,0
OTU_917842,Mollusca,0,7.90E-06,0,0,0,0,0,0,0
OTU_918227,Arthropoda,0,2.63E-06,0,0,0,5.20E-06,0,0,0
OTU_918754,Arthropoda,0,5.27E-06,0,0,2.90E-06,0,0,0,0
OTU_919014,Arthropoda,0,7.90E-06,0,0,0,0,0,0,0
OTU_919263,Ochrophyta,0,5.27E-06,0,2.36E-06,0,0,0,0,0
OTU_921216,Nemertea,0,7.90E-06,0,0,0,0,0,0,0
OTU_922044,Arthropoda,1.44E-06,5.27E-06,0,0,0,0,0,0,0
OTU_922257,Annelida,0,2.63E-06,0,2.65E-06,0,2.59E-06,0,0,0
OTU_923168,Cnidaria,0,1.08E-05,0,0,0,0,0,0,0
OTU_923381,Platyhelminthes,0,1.08E-05,0,0,0,0,0,0,0
OTU_923426,Bryozoa,0,3.60E-06,0,2.36E-06,2.90E-06,0,0,0,0
OTU_923462,Annelida,0,3.60E-06,0,2.36E-06,0,0,3.97E-06,0,0
OTU_923601,Chordata,6.23E-06,3.60E-06,0,0,0,0,0,0,0
OTU_923837,Annelida,0,1.08E-05,0,0,0,0,0,0,0
OTU_924160,Porifera,0,7.23E-06,0,0,0,0,0,3.93E-06,0
OTU_925165,Arthropoda,0,1.08E-05,0,0,0,0,0,0,0
OTU_925510,Bryozoa,0,3.60E-06,0,0,2.90E-06,2.59E-06,0,0,0
OTU_925830,Arthropoda,0,1.08E-05,0,0,0,0,0,0,0
OTU_925900,Annelida,0,3.60E-06,0,0,2.90E-06,0,0,0,5.07E-06
OTU_926623,Annelida,0,7.23E-06,3.87E-06,0,0,0,0,0,0
OTU_926798,Annelida,0,3.60E-06,7.73E-06,0,0,0,0,0,0
OTU_927448,Annelida,3.12E-06,3.60E-06,0,0,0,5.77E-06,0,0,0
OTU_927480,Chordata,0,7.23E-06,0,0,0,0,2.74E-06,0,0
OTU_927728,Cnidaria,3.12E-06,7.23E-06,0,0,0,0,0,0,0
OTU_927750,Platyhelminthes,0,7.23E-06,0,0,2.90E-06,0,0,0,0
