OTUID,Phylum,INDO18S12S1A,INDO18S12S1B,INDO18S12S1C,INDO18S12S2A,INDO18S12S2B,INDO18S12S2C,INDO18S13S1A,INDO18S13S1B,INDO18S13S1C
OTU_58403,Nematoda,0,0,0,0,0,0,0,2.95E-05,0
OTU_58460,Ciliophora,4.30E-06,0,0,2.36E-06,0,0,0,7.87E-06,5.07E-06
OTU_58479,Ochrophyta,0,0,3.87E-06,0,0,0,0,0,2.52E-05
OTU_585570,Annelida,0,0,0,0,5.80E-06,0,1.10E-05,0,5.07E-06
OTU_58687,Porifera,8.87E-06,0,0,0,0,0,0,0,4.10E-06
OTU_58698,Chordata,0,0,0,0,0,0,0,0,1.43E-05
OTU_58712,Chordata,0,0,0,0,0,1.05E-06,0,0,1.23E-05
OTU_58718,Porifera,0,0,0,0,0,0,0,0,1.43E-05
OTU_58794,Miozoa,0,4.00E-06,0,8.43E-06,0,1.05E-06,0,0,0
OTU_59001,Rotifera,0,3.60E-06,0,7.10E-06,9.10E-06,0,0,0,0
OTU_59134,Platyhelminthes,8.63E-06,0,0,0,0,1.05E-06,0,0,0
OTU_59145,Nematoda,5.30E-06,3.60E-06,0,0,0,2.10E-06,0,4.20E-06,0
OTU_59172,Miozoa,3.21E-06,0,0,0,1.14E-06,2.59E-06,2.74E-06,2.71E-06,5.07E-06
OTU_591720,Porifera,4.97E-06,0,0,0,5.80E-06,1.05E-06,3.97E-06,0,0
OTU_59213,Rhodophyta,4.30E-06,0,5.68E-06,0,0,1.15E-05,0,0,0
OTU_59278,Porifera,2.87E-06,0,0,0,0,9.86E-06,0,0,0
OTU_59310,Annelida,1.01E-05,0,0,0,0,0,0,0,0
OTU_59352,Porifera,7.83E-06,0,7.73E-06,0,0,0,0,0,0
OTU_59361,Annelida,7.20E-06,5.27E-06,0,0,0,0,0,0,0
OTU_59370,Annelida,2.87E-06,0,0,5.30E-06,0,7.77E-06,0,0,0
OTU_59446,Platyhelminthes,2.18E-05,0,0,0,0,0,0,0,0
OTU_594508,Cnidaria,3.12E-06,2.00E-06,0,4.76E-06,0,3.15E-06,0,0,0
OTU_595296,Porifera,9.33E-06,0,0,0,0,1.05E-06,0,0,7.47E-06
OTU_59577,Mollusca,0,1.84E-05,0,0,0,0,0,0,0
OTU_59581,Arthropoda,0,1.84E-05,0,0,0,0,0,0,0
OTU_59716,Ciliophora,0,0,0,1.58E-05,0,0,0,0,0
OTU_59831,Mollusca,0,0,3.87E-06,1.05E-05,0,0,0,0,2.49E-06
OTU_59911,Mollusca,0,0,0,0,1.50E-05,0,0,0,0
OTU_59924,Nematoda,4.30E-06,0,0,0,1.16E-05,0,0,0,0
OTU_59930,Ochrophyta,0,0,1.16E-05,0,1.16E-05,0,0,0,0
OTU_59975,Rhodophyta,0,1.40E-05,0,0,0,0,0,0,0
OTU_59979,Cnidaria,0,1.40E-05,0,0,0,0,0,0,0
OTU_60034,Arthropoda,0,0,0,0,0,1.82E-05,0,0,0
OTU_60061,Amoebozoa,0,0,0,0,0,1.82E-05,0,0,0
OTU_60083,Amoebozoa,0,0,0,0,0,2.13E-05,0,0,0
OTU_6061,Bigyra,3.53E-06,0,0,0,0,0,2.74E-06,2.71E-06,6.13E-06
OTU_626189,Porifera,0,2.00E-06,0,0,0,0,1.71E-05,0,0
OTU_6264,Ochrophyta,1.44E-06,2.63E-06,3.87E-06,0,0,0,2.74E-06,2.71E-06,1.01E-05
OTU_62698,Rhodophyta,8.85E-06,0,0,0,2.90E-06,0,0,0,5.07E-06
OTU_627461,Unknown,0,0,0,0,0,0,0,2.95E-05,0
OTU_634444,Porifera,2.87E-06,5.27E-06,0,0,0,0,2.74E-06,5.43E-06,0
OTU_634500,Rhodophyta,7.07E-06,0,2.95E-06,0,0,0,7.37E-06,0,0
OTU_6381,Arthropoda,0,0,0,0,0,0,0,2.50E-05,0
OTU_640614,Annelida,1.44E-06,7.90E-06,3.87E-06,0,0,2.59E-06,0,0,2.49E-06
OTU_64074,Porifera,3.53E-06,0,0,0,0,0,3.97E-06,0,8.17E-06
OTU_6442,Arthropoda,0,0,0,0,0,0,0,0,3.54E-05
OTU_649093,Rhodophyta,0,5.60E-06,0,0,0,6.82E-06,2.74E-06,6.65E-06,0
OTU_651387,Rhodophyta,1.44E-06,0,0,4.20E-06,0,2.10E-06,0,6.91E-06,0
OTU_66072,Ochrophyta,4.30E-06,0,0,2.65E-06,2.90E-06,0,5.47E-06,0,0
OTU_6638,Arthropoda,0,0,0,6.85E-06,8.70E-06,2.59E-06,0,0,0
OTU_663972,Nematoda,3.53E-06,3.60E-06,0,0,3.03E-06,3.15E-06,0,0,0
OTU_6658,Arthropoda,8.63E-06,0,0,0,0,2.59E-06,0,0,0
OTU_6739,Miozoa,3.53E-06,0,5.90E-06,0,1.14E-06,2.59E-06,3.40E-06,0,0
OTU_6784,Miozoa,0,0,5.90E-06,4.76E-06,4.03E-06,0,3.40E-06,0,0
OTU_67885,Arthropoda,0,7.90E-06,3.87E-06,0,0,0,0,5.43E-06,5.07E-06
OTU_68299,Cnidaria,3.53E-06,4.63E-06,3.87E-06,2.65E-06,2.90E-06,0,0,0,0
OTU_68352,Cercozoa,1.44E-06,0,0,1.33E-05,0,2.59E-06,0,0,0
OTU_68359,Chordata,4.30E-06,0,1.34E-05,0,0,0,0,0,0
OTU_68371,Ochrophyta,2.87E-06,0,0,0,4.17E-06,2.59E-06,0,0,1.01E-05
OTU_68522,Ciliophora,1.44E-06,2.00E-06,0,0,0,5.20E-06,0,0,1.26E-05
OTU_68524,Ochrophyta,5.73E-06,0,0,5.01E-06,0,2.59E-06,0,0,0
OTU_68589,Cnidaria,6.41E-06,0,0,7.97E-06,0,0,0,0,0
OTU_68598,Cnidaria,0,2.00E-06,0,0,0,6.30E-06,0,0,0
OTU_6863,Chlorophyta,3.53E-06,0,0,0,0,2.59E-06,0,8.13E-06,5.07E-06
OTU_68680,Ochrophyta,0,0,0,0,0,0,1.92E-05,0,0
OTU_687236,Ochrophyta,0,0,0,5.30E-06,0,2.59E-06,2.74E-06,5.43E-06,5.07E-06
OTU_6873,Nemertea,0,0,3.63E-06,0,2.90E-06,5.20E-06,0,0,4.97E-06
OTU_68743,Arthropoda,0,0,0,0,0,1.04E-05,5.47E-06,2.71E-06,0
OTU_68769,Arthropoda,4.30E-06,0,0,2.65E-06,2.90E-06,2.59E-06,2.74E-06,0,0
OTU_68818,Ascomycota,1.44E-06,0,0,0,0,2.59E-06,1.10E-05,2.71E-06,0
OTU_68850,Chordata,0,0,0,0,0,0,2.41E-05,0,0
OTU_68854,Unknown,0,0,0,0,0,0,1.92E-05,0,0
OTU_68896,Retaria,0,0,0,0,0,3.64E-06,8.87E-06,2.71E-06,2.49E-06
OTU_689155,Annelida,1.44E-06,5.27E-06,0,0,0,0,1.36E-05,0,0
OTU_68952,Annelida,0,0,0,0,0,0,2.38E-05,0,0
OTU_690658,Annelida,0,0,0,2.65E-06,8.83E-06,2.59E-06,0,2.71E-06,2.49E-06
OTU_691513,Arthropoda,0,2.63E-06,0,5.30E-06,2.90E-06,0,5.47E-06,0,5.07E-06
OTU_692261,Arthropoda,7.20E-06,2.63E-06,0,0,0,2.59E-06,0,0,0
OTU_693123,Chordata,0,0,3.87E-06,0,0,5.23E-06,0,0,2.04E-06
OTU_69379,Porifera,0,0,0,2.36E-06,0,1.05E-06,6.14E-06,8.13E-06,0
OTU_696036,Arthropoda,0,0,0,0,0,1.30E-05,2.74E-06,0,5.07E-06
OTU_69652,Porifera,8.87E-06,0,0,0,0,0,0,7.87E-06,0
OTU_69696,Unknown,0,2.00E-06,0,4.76E-06,2.90E-06,3.64E-06,0,4.20E-06,0
OTU_69759,Porifera,1.44E-06,0,1.81E-06,0,0,4.69E-06,0,4.20E-06,2.49E-06
OTU_69764,Arthropoda,1.44E-06,2.63E-06,0,0,0,2.59E-06,0,0,2.02E-05
OTU_69813,Arthropoda,0,0,0,0,0,0,0,0,3.54E-05
OTU_69837,Arthropoda,0,0,0,0,0,0,0,0,3.54E-05
OTU_69866,Arthropoda,0,0,0,0,0,0,0,0,3.54E-05
OTU_69875,Arthropoda,0,7.90E-06,3.87E-06,0,0,2.59E-06,0,0,1.01E-05
OTU_69927,Arthropoda,0,0,0,2.36E-06,1.21E-05,5.77E-06,0,0,2.49E-06
OTU_69935,Ochrophyta,1.44E-06,2.63E-06,7.73E-06,0,0,5.20E-06,0,0,2.49E-06
OTU_70019,Mollusca,0,3.60E-06,0,0,0,0,0,0,1.49E-05
OTU_700692,Annelida,2.87E-06,0,3.87E-06,7.39E-06,0,0,0,0,2.49E-06
OTU_703587,Arthropoda,0,0,1.27E-05,0,0,0,0,0,0
OTU_70461,Arthropoda,0,0,0,2.65E-06,0,5.20E-06,5.47E-06,6.91E-06,0
OTU_70579,Porifera,6.74E-06,6.00E-06,0,0,0,0,0,0,0
OTU_70638,Rhodophyta,1.77E-06,0,0,2.11E-06,0,5.74E-06,0,2.71E-06,0
OTU_70704,Rhodophyta,3.12E-06,4.00E-06,0,4.20E-06,1.14E-06,1.05E-06,0,0,0
OTU_70761,Nematoda,0,2.00E-06,1.48E-05,0,0,0,0,0,2.04E-06
OTU_70784,Mollusca,2.87E-06,1.05E-05,0,0,0,2.59E-06,0,0,0
OTU_708112,Cnidaria,0,4.00E-06,0,0,0,4.20E-06,0,2.71E-06,0
OTU_70812,Nematoda,8.63E-06,0,0,0,0,0,0,0,2.04E-06
OTU_708303,Cnidaria,0,2.00E-06,0,0,0,5.23E-06,0,3.93E-06,0
OTU_70838,Miozoa,1.34E-05,0,0,0,0,0,0,0,0
OTU_708426,Cnidaria,1.44E-06,5.27E-06,0,0,0,1.20E-05,0,0,0
OTU_708972,Xenacoelomorpha,0,0,0,0,2.90E-06,7.77E-06,0,0,1.52E-05
OTU_70940,Arthropoda,4.30E-06,0,0,2.65E-06,0,7.77E-06,0,0,0
OTU_70965,Arthropoda,8.97E-06,0,3.87E-06,0,0,0,0,0,0
OTU_70969,Arthropoda,1.44E-06,0,0,2.65E-06,0,5.20E-06,6.71E-06,2.71E-06,0
OTU_709859,Annelida,0,2.63E-06,1.81E-06,0,0,4.69E-06,6.80E-06,0,0
OTU_71077,Cnidaria,6.07E-06,0,0,7.41E-06,0,0,0,0,0
OTU_71137,Echinodermata,2.18E-05,0,0,0,0,0,0,0,0
OTU_71160,Mollusca,2.18E-05,0,0,0,0,0,0,0,0
OTU_711647,Rhodophyta,0,4.00E-06,0,0,0,2.10E-06,9.43E-06,0,0
OTU_71254,Arthropoda,4.97E-06,0,0,7.97E-06,0,0,2.74E-06,0,0
OTU_71287,Ochrophyta,7.07E-06,3.60E-06,0,0,0,1.05E-06,0,0,2.04E-06
OTU_713330,Arthropoda,0,0,0,0,0,3.15E-06,1.10E-05,0,0
OTU_713703,Arthropoda,1.44E-06,5.27E-06,0,0,0,7.77E-06,2.74E-06,0,0
OTU_713790,Chordata,0,9.23E-06,0,0,0,0,8.23E-06,4.20E-06,0
OTU_71554,Chordata,0,1.81E-05,0,0,0,0,0,0,4.97E-06
OTU_71579,Arthropoda,0,0,0,7.97E-06,1.16E-05,0,0,0,0
OTU_71602,Cercozoa,0,0,0,5.30E-06,0,9.86E-06,0,0,0
OTU_716209,Chordata,0,1.28E-05,0,0,0,0,6.71E-06,4.20E-06,0
OTU_71719,Chordata,0,0,0,1.50E-05,0,0,0,0,0
OTU_717264,Miozoa,1.44E-06,0,0,0,1.14E-06,2.59E-06,1.29E-05,0,0
OTU_71755,Arthropoda,0,0,3.63E-06,1.18E-05,0,0,0,0,0
OTU_71890,Porifera,0,0,0,2.11E-06,0,1.40E-05,0,0,0
OTU_719905,Arthropoda,0,5.27E-06,0,2.65E-06,5.80E-06,0,5.47E-06,0,0
OTU_72028,Chordata,0,0,0,0,2.12E-05,0,0,0,0
OTU_7205,Cnidaria,0,0,0,1.63E-05,0,0,0,0,0
OTU_72164,Ochrophyta,0,0,3.87E-06,0,0,7.77E-06,3.40E-06,0,1.01E-05
OTU_721645,Unknown,1.44E-06,0,0,0,0,1.05E-06,8.87E-06,3.93E-06,2.49E-06
OTU_721870,Bryozoa,4.30E-06,0,0,0,0,0,8.23E-06,2.71E-06,0
OTU_72202,Nematoda,0,0,0,0,0,1.82E-05,0,0,0
OTU_72294,Chordata,0,0,0,0,0,7.33E-06,0,0,0
OTU_72408,Rhodophyta,0,0,1.27E-05,0,0,0,0,0,0
OTU_7254,Rhodophyta,0,0,0,0,4.03E-06,9.41E-06,3.97E-06,0,5.07E-06
OTU_726970,Arthropoda,3.12E-06,2.63E-06,0,0,0,2.59E-06,8.23E-06,2.71E-06,0
OTU_728882,Mollusca,0,0,0,0,2.90E-06,0,1.64E-05,0,0
OTU_730103,Annelida,0,0,0,0,1.82E-05,0,3.40E-06,0,0
OTU_731101,Porifera,0,0,0,0,0,0,2.38E-05,0,0
OTU_731560,Echinodermata,0,0,5.43E-06,0,0,0,1.36E-05,0,0
OTU_732271,Annelida,0,2.63E-06,0,0,3.03E-06,0,1.70E-05,0,0
OTU_733461,Porifera,0,0,0,9.43E-06,0,0,8.87E-06,0,0
OTU_734276,Annelida,0,2.63E-06,0,0,0,0,1.98E-05,0,0
OTU_734281,Arthropoda,1.44E-06,0,0,0,0,5.20E-06,9.54E-06,2.71E-06,0
OTU_736562,Annelida,0,7.90E-06,0,0,5.93E-06,5.77E-06,3.40E-06,0,0
OTU_737835,Mollusca,0,7.23E-06,0,0,0,0,7.93E-06,8.43E-06,2.04E-06
OTU_738719,Mollusca,1.44E-06,0,0,0,0,1.05E-06,1.58E-05,4.20E-06,0
OTU_739087,Chordata,0,0,0,0,0,1.05E-06,1.19E-05,9.63E-06,0
OTU_739187,Chordata,0,0,0,2.11E-06,0,0,2.20E-05,0,0
OTU_739220,Porifera,1.77E-06,0,0,0,0,5.23E-06,3.97E-06,0,0
OTU_739262,Chordata,0,2.00E-06,2.95E-06,0,2.27E-06,2.10E-06,3.97E-06,0,0
OTU_739264,Mollusca,0,0,0,0,0,0,2.77E-05,0,0
OTU_739988,Chordata,0,0,0,0,0,1.05E-06,2.38E-05,0,0
OTU_740483,Porifera,0,0,3.87E-06,0,0,0,2.38E-05,0,0
OTU_740696,Rhodophyta,0,2.00E-06,5.90E-06,6.33E-06,0,0,3.97E-06,0,0
OTU_741249,Porifera,3.53E-06,0,0,2.11E-06,1.14E-06,2.10E-06,3.97E-06,0,0
OTU_7418,Cnidaria,0,0,0,0,0,0,0,1.90E-05,0
OTU_742181,Chordata,0,0,0,0,0,3.15E-06,1.46E-05,0,0
OTU_742828,Chordata,0,0,3.87E-06,2.11E-06,0,1.05E-06,1.46E-05,0,0
OTU_74315,Bryozoa,0,0,0,0,2.27E-06,0,1.98E-05,0,0
OTU_74470,Miozoa,6.23E-06,0,1.18E-05,0,0,2.59E-06,0,0,0
OTU_746253,Chordata,0,0,1.48E-05,2.11E-06,0,0,0,2.71E-06,0
OTU_747547,Arthropoda,1.44E-06,0,0,2.65E-06,0,1.04E-05,0,2.71E-06,0
OTU_747758,Porifera,1.77E-06,0,0,2.65E-06,2.90E-06,0,6.80E-06,2.71E-06,2.49E-06
OTU_748419,Mollusca,0,0,0,0,0,0,0,2.71E-06,1.49E-05
OTU_748658,Arthropoda,1.44E-06,0,3.87E-06,2.65E-06,0,2.59E-06,0,5.43E-06,5.07E-06
OTU_749506,Arthropoda,0,0,0,2.65E-06,1.14E-06,0,1.10E-05,2.71E-06,0
OTU_750235,Platyhelminthes,1.44E-06,0,0,0,0,0,1.37E-05,2.71E-06,0
OTU_75147,Annelida,5.73E-06,0,0,0,0,2.59E-06,0,5.43E-06,0
OTU_751664,Platyhelminthes,0,0,0,0,0,2.59E-06,2.74E-06,1.36E-05,0
OTU_752174,Arthropoda,2.87E-06,2.63E-06,0,0,2.90E-06,0,0,5.43E-06,5.07E-06
OTU_752276,Retaria,0,0,0,0,0,0,2.74E-06,1.09E-05,7.55E-06
OTU_752379,Arthropoda,0,0,0,2.65E-06,0,0,2.74E-06,1.36E-05,0
OTU_754143,Miozoa,2.87E-06,1.08E-05,0,0,0,0,0,2.71E-06,5.07E-06
OTU_755818,Entoprocta,1.44E-06,0,0,0,2.90E-06,0,2.74E-06,1.09E-05,0
OTU_755945,Arthropoda,2.87E-06,0,0,0,0,0,0,1.09E-05,5.07E-06
OTU_757511,Annelida,1.44E-06,0,0,0,2.90E-06,2.59E-06,0,8.13E-06,5.07E-06
OTU_759336,Cnidaria,4.30E-06,0,0,0,5.80E-06,0,0,5.43E-06,0
OTU_763507,Cnidaria,1.77E-06,2.00E-06,0,0,1.14E-06,3.64E-06,0,2.71E-06,5.07E-06
OTU_766164,Rhodophyta,6.23E-06,3.60E-06,0,4.73E-06,0,0,0,3.93E-06,2.49E-06
OTU_766187,Porifera,0,0,0,0,0,0,0,2.63E-05,0
OTU_766922,Porifera,0,0,0,0,0,0,0,2.78E-05,0
OTU_767551,Chordata,0,0,8.87E-06,0,0,0,0,1.45E-05,0
OTU_767851,Cnidaria,0,2.63E-06,0,0,0,9.97E-06,0,3.93E-06,0
OTU_76833,Cnidaria,0,2.00E-06,0,2.11E-06,0,0,0,1.36E-05,0
OTU_768570,Ochrophyta,4.97E-06,2.63E-06,0,2.11E-06,0,1.05E-06,0,3.93E-06,0
OTU_77077,Rhodophyta,4.30E-06,0,3.87E-06,2.36E-06,3.03E-06,0,2.74E-06,0,0
OTU_771385,Miozoa,0,0,0,0,0,0,3.97E-06,1.24E-05,6.13E-06
OTU_772590,Ochrophyta,0,0,2.95E-06,2.11E-06,0,4.20E-06,0,3.93E-06,0
OTU_772662,Cnidaria,1.44E-06,0,3.87E-06,0,2.90E-06,0,0,6.65E-06,7.55E-06
OTU_773622,Chordata,0,0,0,0,6.80E-06,0,0,4.20E-06,0
OTU_774972,Retaria,0,0,0,0,0,2.59E-06,0,1.08E-05,1.00E-05
OTU_775043,Chordata,1.77E-06,4.00E-06,0,0,0,0,0,1.69E-05,0
OTU_775242,Bryozoa,0,6.00E-06,0,0,0,1.05E-06,0,1.21E-05,0
OTU_775875,Porifera,0,0,0,0,0,0,0,2.53E-05,2.49E-06
OTU_777708,Chordata,0,0,5.90E-06,0,0,0,0,1.69E-05,2.04E-06
OTU_777738,Rhodophyta,1.77E-06,0,0,0,0,2.10E-06,3.40E-06,1.08E-05,0
OTU_7786,Arthropoda,0,0,1.27E-05,0,0,0,0,0,0
OTU_781352,Porifera,0,0,0,0,0,0,0,0,3.54E-05
OTU_781891,Arthropoda,1.44E-06,7.90E-06,0,2.65E-06,0,0,0,0,1.01E-05
OTU_7822,Mollusca,0,0,0,0,0,1.82E-05,0,0,0
OTU_785546,Arthropoda,1.44E-06,2.63E-06,0,0,0,5.20E-06,2.74E-06,2.71E-06,5.07E-06
OTU_787420,Annelida,0,0,0,2.65E-06,0,0,0,2.71E-06,2.53E-05
OTU_789331,Cnidaria,0,0,0,0,5.80E-06,2.59E-06,8.23E-06,0,5.07E-06
OTU_790495,Annelida,0,2.63E-06,0,0,0,2.59E-06,0,2.71E-06,2.02E-05
OTU_792463,Kinorhyncha,7.20E-06,0,0,2.65E-06,0,0,0,0,5.07E-06
OTU_7984,Ciliophora,0,0,0,0,5.80E-06,0,0,0,1.71E-05
OTU_80065,Nematoda,0,0,5.90E-06,0,3.40E-06,1.05E-06,0,0,2.04E-06
OTU_801317,Chordata,0,7.23E-06,0,0,0,2.10E-06,2.74E-06,0,4.97E-06
OTU_802873,Entoprocta,0,0,7.73E-06,0,0,0,0,5.43E-06,1.26E-05
OTU_804153,Porifera,0,2.63E-06,2.95E-06,0,0,0,1.07E-05,0,4.97E-06
OTU_806412,Chordata,0,1.00E-05,0,0,0,0,0,4.20E-06,2.04E-06
OTU_806533,Chordata,0,0,3.87E-06,0,0,0,0,0,1.23E-05
OTU_806710,Chordata,0,0,0,0,0,0,0,0,1.43E-05
OTU_806760,Chordata,0,6.00E-06,0,0,0,0,0,0,8.17E-06
OTU_806979,Chordata,1.77E-06,0,1.48E-05,0,0,0,0,0,2.04E-06
OTU_811284,Arthropoda,0,0,0,5.30E-06,2.90E-06,5.20E-06,0,0,1.01E-05
OTU_811912,Rhodophyta,3.53E-06,0,0,0,0,4.20E-06,3.97E-06,0,0
OTU_814454,Xenacoelomorpha,1.44E-06,2.63E-06,0,5.30E-06,2.90E-06,0,2.74E-06,0,5.07E-06
OTU_816995,Arthropoda,8.63E-06,0,0,0,0,0,0,0,2.04E-06
OTU_825042,Arthropoda,0,5.27E-06,0,0,0,0,0,1.36E-05,0
OTU_82555,Annelida,0,7.23E-06,1.81E-06,0,0,0,7.37E-06,6.91E-06,0
OTU_826685,Arthropoda,4.30E-06,0,0,0,0,0,9.43E-06,0,5.07E-06
OTU_835025,Echinodermata,0,0,0,0,2.03E-05,0,0,0,0
OTU_835123,Rhodophyta,0,0,0,2.11E-06,0,1.05E-06,3.97E-06,1.57E-05,0
OTU_836948,Chordata,1.34E-05,0,0,0,0,0,0,0,0
OTU_837090,Chordata,0,0,0,1.32E-05,3.03E-06,0,0,0,0
OTU_837515,Mollusca,2.87E-06,3.60E-06,0,2.65E-06,0,0,3.97E-06,3.93E-06,2.49E-06
OTU_83834,Arthropoda,0,0,0,0,8.70E-06,2.59E-06,2.74E-06,2.71E-06,5.07E-06
OTU_8440,Miozoa,1.44E-06,0,0,2.11E-06,4.17E-06,6.25E-06,0,0,0
OTU_845784,Cnidaria,0,8.00E-06,0,0,0,3.15E-06,0,0,0
OTU_845900,Annelida,6.23E-06,1.61E-05,0,0,0,0,0,0,0
OTU_84760,Ochrophyta,1.44E-06,4.00E-06,0,2.65E-06,0,2.59E-06,3.97E-06,0,2.49E-06
OTU_84910,Arthropoda,1.44E-06,0,0,2.65E-06,2.90E-06,2.59E-06,0,5.43E-06,5.07E-06
OTU_849476,Chordata,0,8.00E-06,0,0,0,0,0,1.26E-05,0
OTU_85000,Nematoda,0,5.27E-06,3.87E-06,0,0,1.05E-06,0,2.71E-06,4.10E-06
OTU_850115,Rhodophyta,1.24E-05,0,0,0,0,0,0,0,0
OTU_850142,Rhodophyta,0,2.00E-06,0,4.20E-06,0,2.10E-06,0,7.87E-06,0
OTU_850896,Rhodophyta,5.30E-06,0,2.95E-06,0,0,3.15E-06,0,0,0
OTU_851051,Chordata,0,0,1.18E-05,0,0,1.05E-06,0,7.87E-06,0
OTU_85126,Rhodophyta,0,0,0,0,0,0,3.97E-06,1.18E-05,7.47E-06
OTU_851807,Chordata,0,0,1.77E-05,0,0,0,0,2.71E-06,0
OTU_85243,Arthropoda,2.87E-06,0,0,7.97E-06,0,0,5.47E-06,0,0
OTU_852733,Chordata,0,0,0,0,2.27E-06,3.15E-06,7.93E-06,0,0
OTU_85552,Arthropoda,0,0,0,0,0,0,1.92E-05,0,0
OTU_85561,Arthropoda,0,0,0,5.30E-06,2.90E-06,5.20E-06,5.47E-06,0,0
OTU_85576,Annelida,0,0,0,0,8.70E-06,0,5.47E-06,0,1.01E-05
OTU_857751,Chordata,1.77E-06,0,1.48E-05,0,0,0,0,3.93E-06,0
OTU_857856,Nematoda,1.77E-06,0,2.95E-06,8.43E-06,0,1.05E-06,0,0,0
OTU_858181,Porifera,5.30E-06,0,1.81E-06,0,0,2.10E-06,3.40E-06,0,0
OTU_858223,Chordata,0,0,0,0,0,1.05E-06,0,0,1.23E-05
OTU_85830,Ochrophyta,0,0,0,0,0,0,1.10E-05,2.71E-06,1.01E-05
OTU_85903,Echinodermata,0,0,0,0,0,0,2.38E-05,0,0
OTU_859382,Annelida,0,0,0,0,0,7.33E-06,0,0,0
OTU_85948,Porifera,0,0,0,0,0,0,1.02E-05,1.18E-05,2.49E-06
OTU_860095,Arthropoda,1.01E-05,0,0,0,0,0,0,0,0
OTU_860473,Arthropoda,2.87E-06,0,0,2.65E-06,0,2.59E-06,5.47E-06,2.71E-06,0
OTU_860477,Platyhelminthes,2.87E-06,0,0,0,1.45E-05,0,0,0,0
OTU_8618,Arthropoda,0,0,0,0,0,0,0,0,3.54E-05
OTU_861815,Arthropoda,4.30E-06,0,0,0,0,1.04E-05,0,0,0
OTU_86218,Rhodophyta,3.53E-06,0,0,4.20E-06,1.14E-06,0,3.97E-06,0,2.04E-06
OTU_862790,Arthropoda,7.20E-06,0,0,0,5.80E-06,0,0,0,0
OTU_86313,Annelida,1.44E-06,2.63E-06,3.87E-06,0,0,5.20E-06,0,5.43E-06,0
OTU_863201,Annelida,1.01E-05,0,0,0,0,0,0,0,0
OTU_86324,Ochrophyta,1.22E-05,0,0,2.36E-06,0,0,0,2.71E-06,0
OTU_86495,Ascomycota,3.12E-06,0,7.73E-06,0,5.80E-06,5.77E-06,0,2.71E-06,0
OTU_866549,Arthropoda,1.01E-05,0,0,0,0,0,0,0,0
OTU_866586,Annelida,5.73E-06,0,0,5.30E-06,0,0,2.74E-06,0,0
OTU_867640,Annelida,1.44E-06,2.00E-06,0,6.84E-06,0,1.05E-06,3.97E-06,0,0
OTU_869071,Porifera,9.60E-06,0,0,0,0,0,0,0,2.49E-06
OTU_869246,Annelida,8.63E-06,2.63E-06,0,0,0,0,0,0,0
OTU_86940,Arthropoda,1.44E-06,0,0,5.30E-06,0,0,5.47E-06,4.20E-06,5.07E-06
OTU_870076,Annelida,4.30E-06,0,0,0,0,5.20E-06,0,4.20E-06,2.49E-06
OTU_87065,Arthropoda,1.44E-06,0,0,0,5.80E-06,0,0,2.71E-06,1.52E-05
OTU_87071,Annelida,0,2.63E-06,0,2.36E-06,0,7.77E-06,0,2.71E-06,5.07E-06
OTU_871130,Arthropoda,1.44E-06,0,0,1.06E-05,0,0,5.47E-06,0,0
OTU_87120,Chordata,0,0,0,0,0,0,0,0,3.54E-05
OTU_874482,Annelida,1.44E-06,0,0,0,0,1.56E-05,0,0,0
OTU_874495,Miozoa,2.87E-06,2.63E-06,0,4.20E-06,1.14E-06,1.05E-06,0,0,0
OTU_87518,Annelida,3.53E-06,2.63E-06,0,5.30E-06,0,5.77E-06,0,0,2.49E-06
OTU_87570,Chordata,0,8.00E-06,0,0,0,0,0,0,6.13E-06
OTU_87745,Arthropoda,1.44E-06,0,0,0,0,0,1.37E-05,2.71E-06,0
OTU_878295,Chordata,1.37E-05,0,0,0,0,0,0,0,0
OTU_878839,Annelida,1.44E-06,1.05E-05,0,5.30E-06,0,0,0,0,0
OTU_878906,Rhodophyta,3.21E-06,0,3.87E-06,0,0,2.59E-06,3.40E-06,5.43E-06,0
OTU_87911,Nematoda,2.87E-06,2.00E-06,0,0,0,3.15E-06,3.40E-06,0,0
OTU_879322,Porifera,2.87E-06,2.63E-06,0,0,0,5.20E-06,0,0,7.55E-06
OTU_879794,Chordata,1.34E-05,0,0,0,0,0,0,0,0
OTU_879923,Annelida,4.55E-06,0,0,0,0,1.04E-05,0,2.71E-06,0
OTU_88048,Ascomycota,4.30E-06,0,0,7.66E-06,0,2.59E-06,0,0,0
OTU_88161,Rhodophyta,0,0,5.90E-06,0,3.40E-06,0,0,2.71E-06,5.07E-06
OTU_88219,Miozoa,3.53E-06,0,0,0,8.07E-06,2.59E-06,0,0,0
OTU_883620,Chordata,1.44E-06,1.05E-05,0,5.30E-06,0,0,0,0,0
OTU_885618,Annelida,2.87E-06,7.90E-06,0,0,5.80E-06,0,0,0,0
OTU_885994,Xenacoelomorpha,2.87E-06,2.63E-06,0,0,2.90E-06,2.59E-06,5.47E-06,0,0
OTU_886251,Arthropoda,2.87E-06,5.27E-06,0,7.97E-06,0,0,0,0,0
OTU_888746,Annelida,1.01E-05,0,0,0,0,0,0,0,0
OTU_88965,Xenacoelomorpha,1.01E-05,0,0,0,0,0,0,0,0
OTU_890133,Chordata,1.25E-05,1.08E-05,0,0,0,0,0,0,0
